date,region,cases_cases,weather_temperature,weather_humidity,weather_precipitation,wastewater_viral_load,day_of_week,month,year,day,day_of_year_sin,day_of_year_cos
2020-08-09,Region_5,11.0,5.2,70.5,0.1,0.0,6,8,2020,9,-0.6267266965083301,-0.7792391467859886
2020-08-10,Region_5,10.0,1.1,76.8,14.25,0.0,0,8,2020,10,-0.6400381082043503,-0.7683431655492202
2020-08-11,Region_5,0.0,3.3,77.6,1.4,0.0,1,8,2020,11,-0.65316012232693,-0.7572198192083127
2020-08-12,Region_5,12.0,3.3,72.8,13.4,0.0,2,8,2020,12,-0.666088855860977,-0.7458723993404063
2020-08-13,Region_5,5.0,2.6,66.2,1.5,13.88,3,8,2020,13,-0.6788204829862355,-0.734304263829602
2020-08-14,Region_5,15.0,-0.8,61.5,0.3,30.96,4,8,2020,14,-0.6913512362094071,-0.722518835873311
2020-08-15,Region_5,11.0,-2.8,68.7,0.2,0.0,5,8,2020,15,-0.7036774074790128,-0.7105196029692745
2020-08-16,Region_5,0.0,-0.1,71.0,11.5,33.68,6,8,2020,16,-0.7157953492826642,-0.6983101158835584
2020-08-17,Region_5,0.0,1.3,81.6,1.8,6.22,0,8,2020,17,-0.7277014757264236,-0.6858939875998223
2020-08-18,Region_5,0.0,-0.0,70.7,2.8,0.0,1,8,2020,18,-0.7393922635959241,-0.673274892250183
2020-08-19,Region_5,0.0,-1.4,71.2,2.3,0.0,2,8,2020,19,-0.7508642533989489,-0.6604565640279754
2020-08-20,Region_5,4.0,0.3,74.9,1.9,0.0,3,8,2020,20,-0.7621140503891487,-0.6474427960827475
2020-08-21,Region_5,5.0,-1.8,73.9,3.7,0.0,4,8,2020,21,-0.7731383255706026,-0.6342374393978054
2020-08-22,Region_5,0.0,-0.4,76.2,4.4,19.9,5,8,2020,22,-0.7839338166829201,-0.620844401650647
2020-08-23,Region_5,8.0,-6.1,81.6,2.1,0.0,6,8,2020,23,-0.7944973291665992,-0.6072676460566135
2020-08-24,Region_5,1.0,-3.7,74.4,4.3,0.0,0,8,2020,24,-0.8048257371083452,-0.593511190196115
2020-08-25,Region_5,0.0,-2.1,71.2,7.4,16.38,1,8,2020,25,-0.8149159841660791,-0.5795791048257612
2020-08-26,Region_5,0.0,-4.6,76.5,3.1,0.0,2,8,2020,26,-0.8247650844733614,-0.5654755126737576
2020-08-27,Region_5,0.0,-2.8,75.6,6.9,0.0,3,8,2020,27,-0.8343701235229538,-0.5512045872199277
2020-08-28,Region_5,0.0,-2.7,82.0,1.2,0.0,4,8,2020,28,-0.8437282590292712,-0.5367705514607103
2020-08-29,Region_5,3.0,-4.5,83.4,11.6,0.0,5,8,2020,29,-0.8528367217694595,-0.522177676659508
2020-08-30,Region_5,0.0,-6.7,70.0,2.5,0.0,6,8,2020,30,-0.8616928164028522,-0.5074302810827518
2020-08-31,Region_5,0.0,-3.7,89.7,14.25,0.0,0,8,2020,31,-0.8702939222685674,-0.49253272872205434
2020-09-01,Region_5,2.0,-6.1,86.5,4.1,0.0,1,9,2020,1,-0.8786374941610001,-0.4774894280028391
2020-09-02,Region_5,0.0,-3.3,88.5,14.25,0.0,2,9,2020,2,-0.886721063082993,-0.46230483047981086
2020-09-03,Region_5,0.0,-4.4,72.8,4.6,0.0,3,9,2020,3,-0.8945422369764496,-0.4469834295196741
2020-09-04,Region_5,0.0,-6.7,78.8,14.25,14.35,4,9,2020,4,-0.9020987014301837,-0.43152975897147144
2020-09-05,Region_5,0.0,-8.4,77.4,3.1,0.0,5,9,2020,5,-0.9093882203647925,-0.4159483918249421
2020-09-06,Region_5,0.0,-5.0,82.7,1.2,0.0,6,9,2020,6,-0.9164086366943458,-0.4002439388573056
2020-09-07,Region_5,0.0,-4.3,78.6,14.25,0.0,0,9,2020,7,-0.9231578729647039,-0.38442104726885545
2020-09-08,Region_5,0.0,-7.9,83.1,1.3,0.0,1,9,2020,8,-0.9296339319682695,-0.3684843993077793
2020-09-09,Region_5,0.0,-9.0,76.4,1.2,0.0,2,9,2020,9,-0.9358348973349941,-0.35243871088460327
2020-09-10,Region_5,0.0,-10.4,73.7,0.4,0.0,3,9,2020,10,-0.9417589340994617,-0.33628873017668287
2020-09-11,Region_5,3.0,-7.9,83.4,3.5,0.0,4,9,2020,11,-0.9474042892438845,-0.32003923622313857
2020-09-12,Region_5,0.0,-7.1,78.2,7.1,0.0,5,9,2020,12,-0.9527692922168511,-0.30369503751065885
2020-09-13,Region_5,0.0,-6.1,80.7,14.25,0.0,6,9,2020,13,-0.9578523554276669,-0.28726097055059635
2020-09-14,Region_5,0.0,-11.5,81.0,14.25,0.0,0,9,2020,14,-0.9626519747161487,-0.2707418984477642
2020-09-15,Region_5,0.0,-6.2,80.2,3.5,0.0,1,9,2020,15,-0.9671667297977312,-0.2541427094613622
2020-09-16,Region_5,0.0,-6.5,80.4,14.25,0.0,2,9,2020,16,-0.97139528468375,-0.23746831555846842
2020-09-17,Region_5,0.0,-8.9,74.3,4.0,0.0,3,9,2020,17,-0.9753363880767837,-0.2207236509605022
2020-09-18,Region_5,0.0,-11.8,75.5,14.25,0.0,4,9,2020,18,-0.9789888737409319,-0.20391367068311472
2020-09-19,Region_5,0.0,-12.8,84.4,1.8,0.0,5,9,2020,19,-0.9823516608469237,-0.18704334906991657
2020-09-20,Region_5,0.0,-11.7,82.9,9.2,0.0,6,9,2020,20,-0.9854237542919524,-0.17011767832049052
2020-09-21,Region_5,0.0,-7.9,82.5,4.1,0.0,0,9,2020,21,-0.9882042449941422,-0.15314166701312007
2020-09-22,Region_5,0.0,-6.9,73.4,9.6,0.0,1,9,2020,22,-0.9906923101615609,-0.13612033862266704
2020-09-23,Region_5,0.0,-10.4,82.5,14.25,0.0,2,9,2020,23,-0.9928872135356962,-0.11905873003404988
2020-09-24,Region_5,0.0,-9.0,78.3,14.25,0.0,3,9,2020,24,-0.994788305609327,-0.10196189005174576
2020-09-25,Region_5,0.0,-8.9,83.3,2.2,0.0,4,9,2020,25,-0.9963950238187231,-0.08483487790576538
2020-09-26,Region_5,0.0,-13.2,79.4,5.7,0.0,5,9,2020,26,-0.9977068927101168,-0.06768276175455162
2020-09-27,Region_5,0.0,-12.4,74.5,7.0,0.0,6,9,2020,27,-0.9987235240803972,-0.050510617185222886
2020-09-28,Region_5,0.0,-12.2,81.9,11.6,0.0,0,9,2020,28,-0.9994446170919858,-0.033323525711631344
2020-09-29,Region_5,0.0,-11.1,89.4,3.4,0.0,1,9,2020,29,-0.9998699583618592,-0.016126573270657762
2020-09-30,Region_5,0.0,-10.6,80.9,1.6,0.0,2,9,2020,30,-0.9999994220246925,0.001075151282798226
2020-10-01,Region_5,0.0,-15.2,80.1,3.7,0.0,3,10,2020,1,-0.999832969770105,0.018276557681691223
2020-10-02,Region_5,0.0,-11.5,86.9,0.8,0.0,4,10,2020,2,-0.9993706508539969,0.03547255575312556
2020-10-03,Region_5,0.0,-9.5,84.6,3.2,0.0,5,10,2020,3,-0.9986126020839734,0.052658056924614005
2020-10-04,Region_5,0.0,-16.0,90.2,6.3,0.0,6,10,2020,4,-0.9975590477788613,0.06982797572987089
2020-10-05,Region_5,0.0,-8.3,71.7,11.3,0.0,0,10,2020,5,-0.9962102997023297,0.0869772313136861
2020-10-06,Region_5,0.0,-11.2,79.5,0.7,0.0,1,10,2020,6,-0.9945667569706337,0.1041007489354256
2020-10-07,Region_5,0.0,-12.8,81.0,1.1,0.0,2,10,2020,7,-0.9926289059345095,0.121193461470736
2020-10-08,Region_5,0.0,-11.1,84.4,14.25,0.0,3,10,2020,8,-0.9903973200352558,0.1382503109109819
2020-10-09,Region_5,0.0,-9.8,84.5,1.1,0.0,4,10,2020,9,-0.9878726596350429,0.15526624985999563
2020-10-10,Region_5,0.0,-9.2,79.6,14.25,0.0,5,10,2020,10,-0.9850556718215013,0.172236243027682
2020-10-11,Region_5,0.0,-10.9,67.9,14.25,0.0,6,10,2020,11,-0.981947190186646,0.18915526872004093
2020-10-12,Region_5,0.0,-13.1,83.1,7.0,0.0,0,10,2020,12,-0.9785481345802031,0.20601832032517084
2020-10-13,Region_5,0.0,-11.3,80.0,10.0,7.08,1,10,2020,13,-0.9748595108374125,0.22282040779479959
2020-10-14,Region_5,0.0,-15.5,80.6,13.4,0.0,2,10,2020,14,-0.9708824104813836,0.23955655912092708
2020-10-15,Region_5,0.0,-13.2,90.0,2.1,0.0,3,10,2020,15,-0.9666180104000972,0.2562218218071163
2020-10-16,Region_5,0.0,-16.5,78.1,14.25,0.0,4,10,2020,16,-0.9620675724981452,0.27281126433401914
2020-10-17,Region_5,0.0,-9.2,82.9,8.7,0.0,5,10,2020,17,-0.957232443323312,0.28931997761869527
2020-10-18,Region_5,0.0,-14.0,71.2,8.5,13.99,6,10,2020,18,-0.9521140536681102,0.3057430764672831
2020-10-19,Region_5,0.0,-15.2,82.0,1.1,16.77,0,10,2020,19,-0.9467139181463862,0.3220757010206104
2020-10-20,Region_5,1.0,-14.6,87.2,13.9,41.31,1,10,2020,20,-0.9410336347451197,0.3383130181923076
2020-10-21,Region_5,0.0,-15.9,72.2,14.25,13.85,2,10,2020,21,-0.9350748843515574,0.3544502230989869
2020-10-22,Region_5,0.0,-14.6,84.5,10.3,28.43,3,10,2020,22,-0.9288394302558068,0.3704825404820963
2020-10-23,Region_5,0.0,-11.9,85.2,0.4,19.32,4,10,2020,23,-0.9223291176290545,0.3864052261209853
2020-10-24,Region_5,0.0,-14.1,81.6,1.8,0.0,5,10,2020,24,-0.9155458729775467,0.40221356823680365
2020-10-25,Region_5,2.0,-13.6,87.3,5.2,50.49,6,10,2020,25,-0.9084917035725082,0.41790288888678667
2020-10-26,Region_5,3.0,-14.4,89.5,14.25,12.58,0,10,2020,26,-0.9011686968561569,0.4334685453485363
2020-10-27,Region_5,8.0,-10.1,85.1,8.6,0.0,1,10,2020,27,-0.8935790198239952,0.4489059314938798
2020-10-28,Region_5,2.0,-14.5,85.5,4.8,0.0,2,10,2020,28,-0.8857249183835637,0.4642104791518923
2020-10-29,Region_5,5.0,-11.2,85.1,12.0,40.32,3,10,2020,29,-0.8776087166898392,0.4793776594606945
2020-10-30,Region_5,4.0,-16.7,81.2,14.25,4.65,4,10,2020,30,-0.8692328164574792,0.49440298420761813
2020-10-31,Region_5,0.0,-13.8,82.2,14.25,73.11,5,10,2020,31,-0.8605996962501181,0.5092820071573356
2020-11-01,Region_5,9.0,-12.9,84.3,1.5,98.79,6,11,2020,1,-0.8517119107469189,0.5240103253675756
2020-11-02,Region_5,3.0,-11.8,80.6,14.25,80.45,0,11,2020,2,-0.8425720899866032,0.5385835804920232
2020-11-03,Region_5,0.0,-13.2,73.7,2.2,45.38,1,11,2020,3,-0.8331829385891785,0.5529974600700271
2020-11-04,Region_5,0.0,-13.2,83.5,5.2,62.88,2,11,2020,4,-0.8235472349556007,0.5672476988027229
2020-11-05,Region_5,7.0,-12.7,79.2,14.25,159.52,3,11,2020,5,-0.8136678304455991,0.5813300798152042
2020-11-06,Region_5,1.0,-14.5,87.4,12.4,78.86,4,11,2020,6,-0.8035476485339116,0.5952404359043674
2020-11-07,Region_5,15.0,-15.3,83.1,2.7,87.63,5,11,2020,7,-0.7931896839451843,0.6089746507720486
2020-11-08,Region_5,15.0,-13.3,85.2,5.7,127.02,6,11,2020,8,-0.7825970017677834,0.6225286602431057
2020-11-09,Region_5,11.0,-9.6,82.4,14.25,86.54,0,11,2020,9,-0.7717727365467836,0.6358984534680745
2020-11-10,Region_5,8.0,-14.2,87.6,14.25,139.11,1,11,2020,10,-0.7607200913564104,0.6490800741100398
2020-11-11,Region_5,12.0,-11.6,86.0,2.5,151.4,2,11,2020,11,-0.7494423368521954,0.6620696215153815
2020-11-12,Region_5,25.0,-12.4,74.0,11.2,83.17,3,11,2020,12,-0.7379428103031386,0.6748632518680403
2020-11-13,Region_5,13.0,-11.7,77.2,14.25,33.24,4,11,2020,13,-0.7262249146041543,0.6874571793269664
2020-11-14,Region_5,18.0,-14.8,82.2,2.2,140.65,5,11,2020,14,-0.7142921172691032,0.699847677146407
2020-11-15,Region_5,19.0,-10.3,84.8,0.4,62.58,6,11,2020,15,-0.7021479494046978,0.7120310787787131
2020-11-16,Region_5,13.0,-11.0,81.7,6.3,90.3,0,11,2020,16,-0.6897960046655887,0.7240037789593305
2020-11-17,Region_5,19.0,-15.6,83.8,7.7,77.32,1,11,2020,17,-0.6772399381909491,0.7357622347736527
2020-11-18,Region_5,21.0,-9.3,85.3,7.3,186.02,2,11,2020,18,-0.6644834655228552,0.7473029667054296
2020-11-19,Region_5,22.0,-16.7,80.2,4.8,94.7,3,11,2020,19,-0.6515303615068021,0.75862255966641
2020-11-20,Region_5,8.0,-12.5,86.4,8.2,175.73,4,11,2020,20,-0.6383844591746642,0.7697176640069211
2020-11-21,Region_5,30.0,-14.4,83.5,14.25,132.74,5,11,2020,21,-0.6250496486104377,0.7805849965070866
2020-11-22,Region_5,23.0,-13.8,89.3,0.8,133.3,6,11,2020,22,-0.6115298757991053,0.7912213413483807
2020-11-23,Region_5,25.0,-14.0,82.2,6.0,226.31,0,11,2020,23,-0.5978291414589552,0.801623551065242
2020-11-24,Region_5,19.0,-14.4,74.0,4.6,140.51,1,11,2020,24,-0.5839514998576998,0.8117885474764613
2020-11-25,Region_5,32.0,-11.4,79.2,2.3,216.86,2,11,2020,25,-0.5699010576127624,0.8217133225960589
2020-11-26,Region_5,33.0,-15.3,80.2,0.2,199.17,3,11,2020,26,-0.5556819724760489,0.8313949395234058
2020-11-27,Region_5,32.0,-9.9,84.6,0.7,356.74,4,11,2020,27,-0.5412984521036173,0.8408305333122887
2020-11-28,Region_5,30.0,-12.0,83.1,2.0,327.97,5,11,2020,28,-0.5267547528105542,0.8500173118187018
2020-11-29,Region_5,32.0,-9.0,75.1,14.25,548.53,6,11,2020,29,-0.5120551783114646,0.8589525565270845
2020-11-30,Region_5,40.0,-11.4,82.3,14.25,661.16,0,11,2020,30,-0.4972040784469378,0.8676336233547726
2020-12-01,Region_5,30.0,-9.8,83.4,14.25,548.55,1,12,2020,1,-0.4822058478963526,0.8760579434344281
2020-12-02,Region_5,41.0,-10.1,84.6,12.0,545.36,2,12,2020,2,-0.46706492487743034,0.8842230238742036
2020-12-03,Region_5,34.0,-14.9,82.9,0.2,1055.79,3,12,2020,3,-0.451785789832884,0.8921264484954345
2020-12-04,Region_5,65.0,-11.9,74.7,0.0,628.08,4,12,2020,4,-0.4363729641045924,0.8997658785476209
2020-12-05,Region_5,65.0,-9.7,85.1,8.6,605.9,5,12,2020,5,-0.42083100859565564,0.9071390534005044
2020-12-06,Region_5,87.0,-8.4,82.4,7.6,777.0,6,12,2020,6,-0.4051645224207563,0.9142437912130223
2020-12-07,Region_5,118.0,-9.3,71.4,0.3,716.65,0,12,2020,7,-0.3893781415452015,0.9210779895789526
2020-12-08,Region_5,135.0,-9.6,83.2,14.25,403.51,1,12,2020,8,-0.37347653741307074,0.9276396261490467
2020-12-09,Region_5,119.0,-9.8,71.5,8.6,438.83,2,12,2020,9,-0.3574644155648614,0.9339267592294762
2020-12-10,Region_5,146.0,-9.7,78.8,3.6,375.46,3,12,2020,10,-0.34134651424503615,0.9399375283564133
2020-12-11,Region_5,116.0,-9.2,84.7,2.8,306.19,4,12,2020,11,-0.3251276029999093,0.9456701548465688
2020-12-12,Region_5,129.0,-6.5,85.9,1.7,370.92,5,12,2020,12,-0.30881248126625377,0.9511229423235357
2020-12-13,Region_5,94.0,-3.7,82.5,3.2,283.32,6,12,2020,13,-0.29240597695107734,0.9562942772197719
2020-12-14,Region_5,100.0,-6.9,74.9,6.5,273.76,0,12,2020,14,-0.27591294500296043,0.9611826292540837
2020-12-15,Region_5,91.0,-11.8,74.4,1.3,403.2,1,12,2020,15,-0.2593382659754056,0.9657865518844574
2020-12-16,Region_5,87.0,-5.3,79.3,1.9,324.55,2,12,2020,16,-0.2426868445825954,0.9701046827361175
2020-12-17,Region_5,81.0,-8.2,77.9,4.3,381.43,3,12,2020,17,-0.22596360824801906,0.974135744004672
2020-12-18,Region_5,64.0,-3.8,74.3,0.0,175.44,4,12,2020,18,-0.20917350564635637,0.9778785428342386
2020-12-19,Region_5,62.0,-5.4,79.9,6.9,318.61,5,12,2020,19,-0.19232150523909483,0.9813319716704275
2020-12-20,Region_5,47.0,-7.7,82.8,3.5,435.66,6,12,2020,20,-0.17541259380427843,0.9844950085880858
2020-12-21,Region_5,57.0,-7.4,80.6,1.5,418.87,0,12,2020,21,-0.15845177496083632,0.9873667175937016
2020-12-22,Region_5,54.0,-6.5,76.8,0.5,266.35,1,12,2020,22,-0.14144406768794202,0.9899462489023779
2020-12-23,Region_5,55.0,-6.3,81.3,2.5,377.26,2,12,2020,23,-0.12439450483979998,0.9922328391893008
2020-12-24,Region_5,66.0,-3.1,73.3,1.8,409.77,3,12,2020,24,-0.10730813165636247,0.9942258118156161
2020-12-25,Region_5,59.0,-7.7,74.1,3.6,342.72,4,12,2020,25,-0.09019000427034513,0.9959245770286599
2020-12-26,Region_5,59.0,-5.5,75.6,1.1,315.36,5,12,2020,26,-0.07304518821104743,0.9973286321364752
2020-12-27,Region_5,73.0,-4.3,86.2,6.2,524.88,6,12,2020,27,-0.05587875690537313,0.9984375616565666
2020-12-28,Region_5,71.0,-5.5,73.0,3.0,351.85,0,12,2020,28,-0.03869579017652689,0.9992510374388481
2020-12-29,Region_5,71.0,-4.2,89.9,14.25,363.64,1,12,2020,29,-0.021501372740813793,0.999768818762748
2020-12-30,Region_5,66.0,-7.8,77.6,14.25,318.35,2,12,2020,30,-0.004300592702981974,0.9999907524084426
2020-12-31,Region_5,81.0,-6.0,80.2,3.3,367.75,3,12,2020,31,0.012901459949419653,0.9999167727021953
2021-01-01,Region_5,82.0,-4.1,78.5,1.8,496.54,4,1,2021,1,0.017201575418260506,0.9998520419557735
2021-01-02,Region_5,84.0,-2.7,77.0,12.2,289.7,5,1,2021,2,0.03439806061360801,0.9994082116062598
2021-01-03,Region_5,76.0,-6.9,85.5,5.1,384.77,6,1,2021,3,0.051584366869408364,0.9986686402879997
2021-01-04,Region_5,76.0,-3.5,77.0,1.8,387.78,0,1,2021,4,0.06875540848113941,0.9976335468520451
2021-01-05,Region_5,76.0,-2.8,75.2,1.7,480.85,1,1,2021,5,0.08590610426133272,0.9963032375991965
2021-01-06,Region_5,66.0,-5.0,76.1,2.0,526.62,2,1,2021,6,0.10303137904317879,0.9946781061893646
2021-01-07,Region_5,80.0,-3.3,79.9,0.9,436.74,3,1,2021,7,0.1201261651823505,0.9927586335250793
2021-01-08,Region_5,93.0,-2.9,74.5,13.7,494.88,4,1,2021,8,0.13718540405660057,0.9905453876091833
2021-01-09,Region_5,95.0,-0.0,78.2,1.7,666.09,5,1,2021,9,0.1542040475626894,0.988039023376751
2021-01-10,Region_5,85.0,1.7,68.7,5.5,668.32,6,1,2021,10,0.17117705961019986,0.985240282501282
2021-01-11,Region_5,81.0,-2.6,72.4,1.8,403.69,0,1,2021,11,0.18809941761179758,0.9821499931752291
2021-01-12,Region_5,79.0,1.4,72.3,3.4,505.57,1,1,2021,12,0.20496611396949532,0.9787690698649216
2021-01-13,Region_5,100.0,0.7,73.8,1.6,525.74,2,1,2021,13,0.22177215755648186,0.975098513039961
2021-01-14,Region_5,82.0,-0.1,62.6,1.7,591.65,3,1,2021,14,0.23851257519407648,0.9711394088771653
2021-01-15,Region_5,77.0,4.2,71.3,14.1,365.38,4,1,2021,15,0.2551824131233728,0.9668929289391521
2021-01-16,Region_5,90.0,0.5,74.9,0.6,537.4,5,1,2021,16,0.2717767384711357,0.9623603298276545
2021-01-17,Region_5,102.0,-4.1,74.8,6.6,510.69,6,1,2021,17,0.2882906407095177,0.9575429528116719
2021-01-18,Region_5,82.0,3.8,73.7,8.9,764.19,0,1,2021,18,0.3047192331091634,0.9524422234305676
2021-01-19,Region_5,70.0,-1.5,70.7,14.25,418.25,1,1,2021,19,0.321057654185271,0.9470596510722283
2021-01-20,Region_5,98.0,3.0,69.6,2.1,442.09,2,1,2021,20,0.3373010691361842,0.9413968285264122
2021-01-21,Region_5,94.0,3.5,76.8,2.1,535.63,3,1,2021,21,0.3534446712740877,0.9354554315134164
2021-01-22,Region_5,90.0,-1.0,69.7,14.0,436.04,4,1,2021,22,0.3694836834473831,0.9292372181882051
2021-01-23,Region_5,100.0,-0.6,67.1,4.3,571.24,5,1,2021,23,0.38541335945432564,0.9227440286201427
2021-01-24,Region_5,102.0,1.3,76.3,11.2,737.17,6,1,2021,24,0.4012289854475009,0.9159777842484877
2021-01-25,Region_5,105.0,3.4,71.3,2.0,696.62,0,1,2021,25,0.4169258813287287,0.908940487313808
2021-01-26,Region_5,108.0,6.3,65.5,2.5,552.56,1,1,2021,26,0.4324994021339788,0.901634220265486
2021-01-27,Region_5,114.0,5.7,66.2,8.0,489.93,2,1,2021,27,0.44794493940789115,0.8940611451454876
2021-01-28,Region_5,113.0,3.9,70.3,1.3,669.81,3,1,2021,28,0.4632579225674917,0.88622350294858
2021-01-29,Region_5,108.0,6.5,80.0,2.4,466.45,4,1,2021,29,0.4784338202547012,0.8781236129591848
2021-01-30,Region_5,103.0,6.1,70.2,0.1,637.65,5,1,2021,30,0.49346814167723735,0.8697638720650646
2021-01-31,Region_5,122.0,8.7,65.1,2.3,591.78,6,1,2021,31,0.5083564379375122,0.8611467540480452
2021-02-01,Region_5,119.0,3.5,68.6,4.4,511.27,0,2,2021,1,0.5230943033491326,0.8522748088519838
2021-02-02,Region_5,107.0,7.6,68.0,0.1,510.66,1,2,2021,2,0.5376773767406141,0.8431506618282
2021-02-03,Region_5,116.0,4.7,65.0,2.6,559.71,2,2,2021,3,0.5521013427459208,0.8337770129585915
2021-02-04,Region_5,111.0,4.1,67.2,2.6,647.13,3,2,2021,4,0.5663619330814524,0.8241566360566663
2021-02-05,Region_5,107.0,7.1,64.2,1.3,674.69,4,2,2021,5,0.580454927809098,0.8142923779467267
2021-02-06,Region_5,122.0,9.1,66.4,2.6,564.07,5,2,2021,6,0.5943761565849831,0.804187157621448
2021-02-07,Region_5,123.0,11.2,65.8,1.7,506.35,6,2,2021,7,0.6081214998935418,0.7938439653781019
2021-02-08,Region_5,113.0,12.2,65.5,0.1,583.26,0,2,2021,8,0.6216868902665479,0.7832658619336791
2021-02-09,Region_5,111.0,11.3,66.9,12.8,905.29,1,2,2021,9,0.6350683134867438,0.7724559775191742
2021-02-10,Region_5,112.0,9.0,58.0,7.9,591.68,2,2,2021,10,0.6482618097757122,0.7614175109532997
2021-02-11,Region_5,113.0,11.5,57.6,4.6,647.27,3,2,2021,11,0.6612634749656386,0.7501537286959042
2021-02-12,Region_5,129.0,9.6,60.4,3.3,760.22,4,2,2021,12,0.6740694616546161,0.7386679638813748
2021-02-13,Region_5,120.0,12.5,63.2,13.2,860.56,5,2,2021,13,0.6866759803451553,0.726963615332308
2021-02-14,Region_5,112.0,13.1,60.3,1.2,766.11,6,2,2021,14,0.6990793005655562,0.7150441465537444
2021-02-15,Region_5,137.0,13.7,63.1,0.7,522.94,0,2,2021,15,0.7112757519738152,0.7029130847082615
2021-02-16,Region_5,122.0,13.1,56.4,3.9,572.62,1,2,2021,16,0.7232617254437388,0.6905740195722293
2021-02-17,Region_5,146.0,12.7,59.9,3.7,485.22,2,2,2021,17,0.7350336741329413,0.6780306024735382
2021-02-18,Region_5,120.0,13.5,59.1,3.2,580.95,3,2,2021,18,0.746588114532413,0.6652865452111116
2021-02-19,Region_5,122.0,11.3,65.5,1.4,1003.4,4,2,2021,19,0.7579216274973472,0.6523456189565257
2021-02-20,Region_5,121.0,7.6,58.9,3.8,895.41,5,2,2021,20,0.7690308592589181,0.6392116531380588
2021-02-21,Region_5,127.0,11.9,68.3,9.8,541.76,6,2,2021,21,0.7799125224167177,0.6258885343075018
2021-02-22,Region_5,100.0,14.2,61.8,2.5,942.03,0,2,2021,22,0.7905633969115482,0.612380204990065
2021-02-23,Region_5,133.0,15.3,71.6,2.9,537.16,1,2,2021,23,0.8009803309782905,0.5986906625177214
2021-02-24,Region_5,130.0,19.3,56.6,0.9,934.81,2,2,2021,24,0.8111602420785621,0.5848239578463322
2021-02-25,Region_5,134.0,11.7,59.8,14.25,727.3,3,2,2021,25,0.8211001178128892,0.5707841943569036
2021-02-26,Region_5,144.0,16.2,52.3,1.5,775.31,4,2,2021,26,0.8307970168121247,0.5565755266413303
2021-02-27,Region_5,148.0,14.3,57.0,3.8,727.66,5,2,2021,27,0.8402480696078469,0.5422021592729844
2021-02-28,Region_5,137.0,14.1,57.1,8.4,834.99,6,2,2021,28,0.8494504794814806,0.527668345562516
2021-03-01,Region_5,131.0,12.9,59.7,1.6,518.99,0,3,2021,1,0.8584015232918917,0.512978386299228
2021-03-02,Region_5,134.0,14.3,59.7,0.8,909.79,1,3,2021,2,0.8670985522812081,0.4981366284784055
2021-03-03,Region_5,137.0,18.6,58.8,0.4,666.42,2,3,2021,3,0.8755389928586302,0.4831474640149687
2021-03-04,Region_5,117.0,15.9,55.1,2.0,910.11,3,3,2021,4,0.8837203473619977,0.4680153284438345
2021-03-05,Region_5,151.0,13.0,56.4,1.2,506.03,4,3,2021,5,0.8916401947968874,0.45274469960737107
2021-03-06,Region_5,123.0,19.2,60.2,2.8,910.87,5,3,2021,6,0.8992961915530253,0.4373400963303323
2021-03-07,Region_5,124.0,15.5,61.3,1.2,877.24,6,3,2021,7,0.9066860720977985,0.4218060770826634
2021-03-08,Region_5,116.0,14.7,64.1,0.3,848.13,0,3,2021,8,0.9138076496466615,0.4061472386305789
2021-03-09,Region_5,142.0,15.4,51.1,4.2,270.36,1,3,2021,9,0.9206588168102428,0.3903682146763026
2021-03-10,Region_5,135.0,14.0,60.9,1.2,956.72,2,3,2021,10,0.9272375462179537,0.374473674486883
2021-03-11,Region_5,129.0,18.5,56.7,1.5,720.35,3,3,2021,11,0.9335418911179212,0.35846832151248087
2021-03-12,Region_5,124.0,19.6,65.3,1.7,887.27,4,3,2021,12,0.9395699859530622,0.342356891994542
2021-03-13,Region_5,144.0,16.4,65.0,0.1,767.44,5,3,2021,13,0.945320046913132,0.3261441535642696
2021-03-14,Region_5,151.0,20.3,64.0,3.2,790.36,6,3,2021,14,0.9507903724625832,0.3098349038318025
2021-03-15,Region_5,146.0,17.5,55.6,3.1,839.59,0,3,2021,15,0.9559793438440766,0.2934339689665273
2021-03-16,Region_5,147.0,19.4,59.6,4.1,971.14,1,3,2021,16,0.9608854255574977,0.27694620226893646
2021-03-17,Region_5,154.0,16.7,57.0,0.8,1166.13,2,3,2021,17,0.9655071658143364,0.2603764827344581
2021-03-18,Region_5,150.0,18.1,57.3,0.2,784.8,3,3,2021,18,0.969843196967294,0.24372971360968387
2021-03-19,Region_5,172.0,18.6,64.8,4.6,761.41,4,3,2021,19,0.9738922359149924,0.22701082094141847
2021-03-20,Region_5,154.0,20.7,52.4,4.7,857.96,5,3,2021,20,0.9776530844816641,0.2102247521189836
2021-03-21,Region_5,142.0,20.9,49.9,5.3,754.01,6,3,2021,21,0.981124629771712,0.19337647441020586
2021-03-22,Region_5,156.0,20.3,53.4,8.7,759.7,0,3,2021,22,0.984305844499033,0.17647097349152166
2021-03-23,Region_5,150.0,21.0,49.7,1.3,790.32,1,3,2021,23,0.9871957872910085,0.15951325197263655
2021-03-24,Region_5,150.0,23.0,49.5,3.9,1140.1,2,3,2021,24,0.9897936029670716,0.14250832791617088
2021-03-25,Region_5,150.0,24.0,50.2,2.6,898.33,3,3,2021,25,0.992098522791769,0.12546123335273648
2021-03-26,Region_5,162.0,21.3,53.4,7.4,742.43,4,3,2021,26,0.9941098647022418,0.10837701279187609
